姓名 性别 年龄 身高 体重 省份 党派 消费 有无男/女朋友 是否打游戏
罗景春 男 20 1.606208684475888 117.92399906531574 福建 群众 1653 有 玩
宋仁军 男 19 1.986594383109399 158.18660762207196 江苏 共青团员 1392 没有 不玩
张名庆 男 19 1.5618569028163045 196.22991817909815 吉林 中共党员 687 有 玩
高垣 男 20 1.9933358137106887 133.094688343836 四川 其他党派 1345 没有 不玩
宁腊梅 女 21 1.6001333118721854 98.24048115250804 山西 共青团员 1735 没有 不玩
张宏彬 男 20 1.6379893158389138 89.36222733614362 甘肃 中共党员 498 有 玩
姚健英 女 22 1.929873473401783 183.09208591254762 内蒙古 群众 1242 没有 不玩
王保石 男 18 1.6056359934837832 168.91538407525138 湖南 共青团员 329 有 玩
罗兴荣 男 22 1.8444312650439476 86.6702632806414 天津 中共党员 1296 没有 不玩
杨大梅 女 19 1.5498566650498675 165.3376230723266 黑龙江 其他党派 1475 有 玩
田式 男 18 1.6022768450865104 143.4923925269901 上海 中共党员 1426 没有 不玩
刘跃智 男 20 1.5306155601821843 73.53960809768427 北京 中共党员 1202 有 玩
王庭斌 男 21 1.545544707626763 107.45568177815144 海南 其他党派 842 有 玩
胡适文 男 21 1.9000022382227817 100.96580004944539 安徽 其他党派 391 没有 不玩
王瑶瑶 女 20 1.6754014542166802 144.41762724924791 澳门 共青团员 1206 有 玩
钟子杰 男 19 1.9677337427951764 130.71164103889518 浙江 群众 219 没有 不玩
葛玉琴 女 22 1.9486888376946148 133.58577280215593 青海 中共党员 772 有 玩
鲍雯珺 女 21 1.5922968625508165 167.6329400800299 江西 共青团员 741 有 玩
于安安 男 19 1.6775997304244938 74.53582654865023 黑龙江 中共党员 312 没有 不玩
吴亚琪 女 19 1.5517599296954105 141.06532232787532 江西 中共党员 1618 没有 不玩
章衍 男 21 1.6887782175760417 170.8663713619727 安徽 群众 1012 没有 不玩
梁祖源 男 19 1.5855698941527139 111.8366208417815 黑龙江 中共党员 294 有 玩
李晓蔚 女 20 1.6629573160140732 141.7336653538232 青海 中共党员 499 有 玩
智仙 女 20 1.8967688129638618 144.55190699824567 吉林 中共党员 868 有 玩
胡致平 男 21 1.6350750360530348 174.103805508422 甘肃 中共党员 420 有 玩
郑清友 男 22 1.8074834185365192 79.8642551398802 广西 群众 810 没有 不玩
张彩春 女 18 1.8634486534399874 102.20806334848584 北京 其他党派 1451 有 玩
辛煊 男 22 1.9641283552533046 82.24353434889207 陕西 群众 1701 没有 不玩
曹大德 男 19 1.6550723512627292 119.07095036254965 甘肃 群众 599 有 玩
孙冰雪 女 18 1.9323792533220907 163.08748805179806 江苏 共青团员 1587 没有 不玩
陈延涛 男 21 1.6821465221659189 108.73221329454694 澳门 其他党派 1455 没有 不玩
李春宏 男 22 1.9911198659585505 173.9568211594626 新疆 共青团员 1318 没有 不玩
周子朋 男 19 1.552012351083703 154.76525930812568 广西 共青团员 1368 有 玩
王德卿 男 22 1.6058220679119324 137.3358187196311 吉林 群众 1944 有 玩
汪福仁 男 22 1.7800259273325705 170.68201258956083 北京 其他党派 1322 没有 不玩
宋广辉 男 22 1.5311625398627173 194.45221225411177 辽宁 群众 1050 没有 不玩
蒋素辉 女 19 1.6479950676059214 79.93832607528941 贵州 群众 316 有 玩
黄年妹 女 19 1.9764434132965325 95.45899488581522 青海 中共党员 496 没有 不玩
苗延芳 女 21 1.5175261880792432 81.65699312374329 山西 群众 1728 有 玩
杨伟凯 男 22 1.833679478598445 138.47851344036695 河北 其他党派 699 有 玩
黄成莉 女 22 1.5334296115402313 147.0425298138626 贵州 共青团员 619 有 玩
穆林娟 女 20 1.7918648246273008 111.20236608083216 福建 群众 492 有 玩
许艳芳 女 21 1.5873883962823894 115.49352474937623 湖南 共青团员 1501 没有 不玩
合强 男 18 1.989657253959237 158.60399350708403 广西 中共党员 1340 没有 不玩
张文谦 男 18 1.5987564782390966 162.35269905250877 江苏 中共党员 840 没有 不玩
江国锋 男 22 1.6190280016397 113.16239990024815 北京 其他党派 1851 有 玩
黄新林 男 19 1.844884434112837 125.95505829368246 澳门 其他党派 1066 没有 不玩
黄桂武 男 22 1.8518901083212174 99.0136310354076 吉林 群众 915 没有 不玩
黄连波 男 22 1.6514339749001998 179.75656130037243 湖南 其他党派 1728 有 玩
阳葵 女 18 1.5980597905065705 86.19802299999887 湖南 其他党派 1782 没有 不玩
郑建丹 女 20 1.6856619185106494 109.6664289538302 吉林 群众 1354 没有 不玩
冯忠波 男 18 1.9767312793373062 121.92549086406059 安徽 共青团员 1119 没有 不玩
彭少中 男 22 1.7690858790391646 144.47945275740653 山东 群众 1954 没有 不玩
李兴有 男 19 1.666449334279375 135.28456256606057 吉林 中共党员 1096 没有 不玩
张雯玉 女 20 1.6292380540514506 173.6806483511814 天津 其他党派 456 有 玩
姚义林 男 19 1.5122019031214853 89.57919885418066 福建 中共党员 1536 有 玩
李维泽 男 20 1.8016390869863042 118.31815177751665 重庆 其他党派 306 有 玩
胡贤芬 女 20 1.5303085252251025 182.24046224532924 甘肃 中共党员 1649 没有 不玩
叶阳俊 男 20 1.904450276862979 104.93192325351646 湖北 共青团员 653 有 玩
赵东峰 男 19 1.6994917810121815 107.84952168494998 山东 其他党派 1997 有 玩
刘广元 男 18 1.9917399046625461 147.8569671538167 广东 共青团员 123 没有 不玩
姚石磊 男 21 1.6481451978196704 168.91833563409014 北京 其他党派 1608 有 玩
沈保华 男 20 1.6512697105696827 100.24710152636086 北京 其他党派 1804 没有 不玩
郭宏华 男 18 1.7407974116887126 182.66547292126063 香港 共青团员 851 没有 不玩
田广义 男 20 1.9083219848499677 140.15022273955702 广东 其他党派 458 有 玩
任大中 男 21 1.522250136385665 73.48901913076693 黑龙江 共青团员 1145 没有 不玩
葛群燕 女 19 1.659096652828631 96.53821452724526 北京 共青团员 1798 有 玩
王帮建 男 22 1.5066988024421408 70.49871771250871 海南 其他党派 1468 没有 不玩
刘盛晶 女 21 1.7185343766051524 162.4112805725795 吉林 中共党员 961 没有 不玩
梁巨辉 男 22 1.5919452747784393 106.50047448398969 青海 中共党员 629 没有 不玩
张希贤 男 21 1.9162631082736499 144.81228779415062 内蒙古 其他党派 1320 有 玩
陶银华 女 21 1.901579180450377 108.49367957018146 重庆 其他党派 840 没有 不玩
陈根友 男 20 1.678001602645775 73.71448176544331 北京 共青团员 1289 有 玩
房跃 男 20 1.999451039775728 103.08073133295909 内蒙古 共青团员 694 有 玩
萧煌奇 男 21 1.6573412743365545 147.21188195158368 甘肃 中共党员 305 有 玩
郭敬霞 女 18 1.9601149498163883 173.6939825824185 宁夏 群众 980 没有 不玩
赵昌峻 男 18 1.5707786815147373 85.1595690480376 广西 其他党派 1834 没有 不玩
何夏明 男 22 1.566507502428274 111.05481944425425 香港 其他党派 1947 有 玩
白云燕 女 18 1.8570136073390064 111.15044758337356 台湾 群众 1270 有 玩
蒋明阳 男 22 1.7601170323544468 191.22874016900295 四川 群众 151 有 玩
陈秋君 女 19 1.8314393958457782 145.96821723578233 江西 中共党员 944 没有 不玩
姜喜文 男 20 1.9628655050263002 102.8896589424275 内蒙古 中共党员 651 有 玩
翟广华 男 22 1.6722003191313695 82.22650641691368 河南 群众 1888 有 玩
刘艺迪 女 22 1.6368583394211784 111.4735091212938 湖南 群众 1986 有 玩
武亚丹 女 18 1.808255625902588 85.84767304545346 西藏 中共党员 808 有 玩
谢子维 男 20 1.5124151303285827 83.00905933340968 内蒙古 群众 912 有 玩
智艾 女 19 1.5653489402120675 78.16747192589996 河北 其他党派 1154 没有 不玩
贾文锁 男 22 1.9030365150300086 193.7492149132956 山西 中共党员 1733 没有 不玩
乔鲁 男 21 1.5592106922456102 156.71784509737896 湖北 群众 324 有 玩
张淳 男 18 1.8120556416157223 92.23295418984526 江西 群众 1970 有 玩
张宏妹 女 19 1.760434212999942 174.61820139515908 台湾 中共党员 1212 有 玩
周胜贵 男 21 1.607600076356237 83.65420866768693 河南 其他党派 1030 没有 不玩
江一民 男 21 1.8165804557820981 131.17090937951815 山东 共青团员 393 没有 不玩
符志天 男 20 1.6278613039877217 197.26586297131223 甘肃 共青团员 886 有 玩
林介仲 男 22 1.761715515451742 71.09755098224778 安徽 群众 366 没有 不玩
阎嵩 男 19 1.5257682383267417 173.46991058796908 广西 群众 436 没有 不玩
陈仕德 男 22 1.997897996913344 81.3599577656861 贵州 群众 1302 有 玩
徐丞 男 21 1.5855881819376756 140.91336013738578 海南 中共党员 738 没有 不玩
余娇娥 女 20 1.7803674478967446 77.03983723234988 河北 共青团员 270 有 玩
刘忠全 男 20 1.9604436344328366 145.70066975882293 香港 共青团员 1130 没有 不玩
吕玲霞 女 19 1.8325372942793219 78.75940621504665 广西 其他党派 1555 有 玩
郑素月 女 20 1.6952226856787929 71.17856439504354 陕西 中共党员 1908 有 玩
景桂兰 女 19 1.76026250636576 165.85030132420292 澳门 群众 400 有 玩
白永春 男 22 1.768305881264933 173.05455734203974 江苏 其他党派 1897 有 玩
何号 男 21 1.6185290607580967 163.86038828557457 北京 群众 1026 没有 不玩
胡新蕾 女 21 1.7065285183765968 82.0293417660642 天津 共青团员 1737 有 玩
施李华 女 22 1.653441254338254 115.32015021533778 香港 其他党派 1985 没有 不玩
王世贤 男 21 1.9299139692076523 171.32589801907287 江西 其他党派 151 有 玩
曾永宁 男 18 1.6396284342566771 183.84061046539375 河南 共青团员 1493 有 玩
胡扬华 男 21 1.877218348374275 157.87079164246092 重庆 其他党派 1536 没有 不玩
侯庆红 女 19 1.5812835287044518 180.96361959519498 四川 其他党派 1759 有 玩
王荣一 男 21 1.9142807704756222 133.48075596151605 内蒙古 群众 1016 没有 不玩
施秋琴 女 21 1.7811532683029139 100.09830751365585 黑龙江 共青团员 1268 有 玩
陈军营 男 22 1.5911137073800965 78.18101298717058 湖南 其他党派 1371 有 玩
蔡佩琴 女 19 1.9800639304122043 140.21957150602145 广西 中共党员 376 有 玩
薛晓溪 女 19 1.5048689073755388 116.52535965001974 重庆 群众 1615 有 玩
韩文涛 男 19 1.7502592372038182 155.82659155514648 湖北 群众 1555 有 玩
银豪 男 22 1.7671919736099064 171.05689938169576 黑龙江 中共党员 1395 有 玩
马宝刚 男 19 1.8369116108557682 143.3682648608165 河南 其他党派 1832 有 玩
郭维涛 男 22 1.7606408150403048 115.6014206920464 江西 共青团员 583 没有 不玩
谢正林 男 18 1.9603662279864658 165.87990044876045 辽宁 中共党员 1633 有 玩
孙道金 男 19 1.6150884270370913 77.13357402355788 澳门 共青团员 1217 有 玩
朱闻欣 女 19 1.6052836436767248 76.72669899973147 重庆 群众 333 有 玩
李智颖 女 20 1.5090371580532187 182.14820894082908 内蒙古 中共党员 780 没有 不玩
肖耀军 男 20 1.9513506872601558 152.51739368699063 台湾 其他党派 492 没有 不玩
彭兴庭 男 18 1.526995417314525 80.46491737077513 北京 共青团员 821 没有 不玩
赵菊芳 女 22 1.8609075997182387 81.35263332401632 吉林 中共党员 1286 有 玩
高玉舜 男 18 1.6358006413486996 151.7785748487005 浙江 共青团员 317 没有 不玩
姚伟栋 男 20 1.952143458867474 175.31270770143695 江苏 其他党派 1553 有 玩
周启发 男 21 1.7278038733473535 157.31130013300577 新疆 群众 109 没有 不玩
王仁润 男 21 1.8797613194734883 184.8729980015637 浙江 群众 1609 有 玩
魏学峰 男 21 1.772368625344163 177.96457943401498 广东 群众 1357 没有 不玩
关希 男 18 1.8713510596312801 77.90651428314467 广东 中共党员 567 没有 不玩
翟晓阳 男 18 1.7405172497242318 163.30735376924235 河北 其他党派 464 有 玩
赵亚如 女 19 1.6915205461447687 130.95573239034627 辽宁 中共党员 1019 有 玩
杨宜勇 男 19 1.6468131903908945 160.88582466259248 吉林 共青团员 152 有 玩
姜恩柱 男 19 1.9907944868600704 127.43227156195647 河北 群众 907 没有 不玩
郭洪新 男 18 1.8794400310152917 195.0334238544875 湖北 共青团员 837 有 玩
方少婷 女 21 1.5370580332097412 180.11798315766288 吉林 共青团员 755 有 玩
丁凝 女 20 1.7170443749617508 95.84275096543932 河北 群众 982 有 玩
何根生 男 20 1.7612225114128357 99.76639068886038 云南 共青团员 1469 没有 不玩
朱正宏 男 18 1.9914631393648399 102.6273270619018 河南 中共党员 1147 没有 不玩
王加平 男 22 1.9876802449537117 160.30236225488292 辽宁 其他党派 1034 有 玩
张德坤 男 20 1.5775484243836486 75.35806250040369 山西 中共党员 710 有 玩
倪晓飞 男 20 1.732486397827655 152.4287244751481 澳门 共青团员 1331 有 玩
舒苏 女 22 1.5693778617151424 111.63846912291885 陕西 其他党派 1181 有 玩
郭正贵 男 22 1.9083853342276282 177.6918945535096 北京 共青团员 1310 有 玩
韩大川 男 22 1.6781195039826136 169.39214445424716 山西 群众 1216 有 玩
周兴英 女 20 1.8472986161018956 156.17514197374646 陕西 其他党派 1735 有 玩
邱天英 女 19 1.9238860689048485 152.4707124568918 贵州 其他党派 393 没有 不玩
许晨露 女 22 1.7692320282703036 144.96591418704014 西藏 群众 1810 有 玩
郭少阳 男 22 1.749672878453964 155.5326409157894 北京 中共党员 1731 没有 不玩
彭道明 男 18 1.6481357021534269 80.34777435205311 青海 中共党员 1717 没有 不玩
金秋燕 女 21 1.8368468326603722 70.71339413844082 重庆 共青团员 654 没有 不玩
何君燕 女 19 1.616919222696312 174.90389513596568 山东 其他党派 1161 有 玩
张文平 男 19 1.657952571065271 118.05440726786428 台湾 其他党派 716 有 玩
祁月英 女 22 1.8863308591905807 118.07420666404309 新疆 群众 399 有 玩
谭兴兵 男 18 1.9170204040862155 155.48126888139512 台湾 中共党员 228 没有 不玩
何英华 女 21 1.8370505814298532 112.67736224174064 江苏 群众 1672 有 玩
苏彩艳 女 20 1.8639290164159938 71.8648673727436 江苏 共青团员 1136 没有 不玩
何忠丽 女 18 1.5493014030077867 142.91983233722152 江西 中共党员 1822 有 玩
薛开 男 22 1.8815297258584178 111.47419774681137 江西 其他党派 899 有 玩
戴明 男 18 1.972880928944469 71.85811350328629 安徽 中共党员 580 没有 不玩
曹俊平 男 21 1.7839180809619681 178.83265513583524 四川 其他党派 860 没有 不玩
满竹 女 18 1.899028835506946 145.8325641492921 陕西 中共党员 1328 有 玩
罗孝兰 女 21 1.842007641843957 110.47675836550957 青海 中共党员 1539 有 玩
朱伟国 男 19 1.7218006981069944 183.85183227050993 香港 其他党派 1326 没有 不玩
邹容容 女 21 1.679137584836012 87.37124938152186 北京 群众 660 有 玩
冯满天 男 18 1.8708200965037407 167.26425138540588 台湾 群众 1448 有 玩
柯玉蓉 女 19 1.8478968861890332 80.13034985620448 广东 其他党派 1524 没有 不玩
谭爱霞 女 19 1.8144317041182614 87.02855457610151 黑龙江 共青团员 522 有 玩
宋军飞 男 18 1.6695000849697523 141.8762325381078 江西 中共党员 550 没有 不玩
黄伶伶 女 19 1.6016366626444403 155.32555927228165 福建 共青团员 1336 有 玩
梁智强 男 21 1.548349498298675 78.42238570614958 陕西 共青团员 874 有 玩
陈庆丽 女 18 1.9768581858661478 174.26456204170734 山西 群众 1456 有 玩
周豹 男 19 1.514232156925154 138.17207688511667 北京 其他党派 1001 有 玩
王李丽 女 20 1.752556793321033 85.32267315506286 四川 其他党派 432 没有 不玩
